--SOURCE: CSMN666LABS SPRING 2005
--ZIPCODE,CITY,STATE
10000-0049MADEUP         QQ
10120-3974CHICAGO        IL
10120-3981LOCUST VALLEY  NY
10120-3985CHICAGO        IL
10120-3992DETROIT        MI
10120-3997NASHVILLE      TN
10120-4008STERLING HEIGHTMI
10120-4023MINNEAPOLIS    MN
10120-4039FLORAL PARK    NY
10120-4070SHREVEPORT     LA
10120-4078DURHAM         NC
10120-4110OKLAHOMA CITY  OK
10120-4157KANSAS CITY    MO
10120-4169COON RAPIDS    MN
10120-4205COLUMBIA       MO
10120-4209STONE MOUNTAIN GA
10120-4231COLUMBIA       MO
10120-4295PHILADELPHIA   PA
10120-4326SAGINAW        MI
10120-4361JACKSONVILLE   FL
10120-4403PHILADELPHIA   PA
10120-4431CHICAGO        IL
10120-4451CHICAGO        IL
10120-4459KATY           TX
10120-4475DAYTON         OH
10120-4486NEW YORK       NY
10120-4488NEW YORK       NY
10120-4505NEW YORK       NY
10120-4512COLUMBUS       OH
10120-4563MORGANTOWN     WV
10120-4616CLEVELAND      OH
10120-4655WILLIAMSVILLE  NY
10120-4693STONY BROOK    NY
10120-4700NEW YORK       NY
10120-4717CAMBRIDGE      MA
10120-4730ROCHESTER      NY
10120-4732NEW YORK       NY
10120-4776FORT WORTH     TX
10120-4813MARLTON        NJ
10120-4819ATLANTA        GA
10120-4839PHILADELPHIA   PA
10120-4908HARRISBURG     PA
10120-4986STEPHENS CITY  VA
10120-4993NORTHWILKESBORONC
10120-5000SHREVEPORT     LA
10120-5001WINSTON-SALEM  NC
10120-5007OMAHA          NE
10120-5008WASHINGTON     DC
10120-5022WINSTON SALEM  NC
10120-5048MOUNT PLEASANT SC
10120-5066GREENVILLE     SC
10120-5071COLLEGE PARK   GA
10120-5079AUGUSTA        GA
10120-5100SAN DIE O      CA
10120-5112CASPER         WY
10120-5120SACRAMENTO     CA
10120-5159GAINESVILLE    FL
10120-5161MAYWOOD        IL
10120-5191CHARLOTTE      NC
10120-5232HILLIARD       OH
10120-5283DETROIT        MI
10120-5290LANSING        MI
10120-5300GRAND JUNCTION CO
10120-5344ST LOUIS       MO
10120-5356MADISON        WI
10120-5385ST. LOUIS      MO
10120-5392JASPER         TN
10120-5407CHARLOTTE      NC
10120-5441CLEVELAND      MS
10120-5445HOMEWOOD       AL
10120-5460HOUSTON        TX
10120-5461RICHMOND       VA
10120-5485NEW ORLEANS    LA
10120-5504MIDWEST CITY   OK
10120-5508ORLANDO        FL
10120-5509ANDREWS AFB    OK
10120-5516TEMPLE         TX
10120-5523OKLAHOMA CITY  OK
10120-5552NORRISTOWN     PA
10120-5559CORPUS CHRISTI TX
10120-5566KANSAS CITY    MO
10120-5592MIAMI          FL
10120-5623LEBANON        NH
10120-5659FAYETTEVILLE   NC
10120-5661CHICAGO        IL
10120-5666CHICAGO        IL
10120-5669WINSTON-SALEM  NC
10120-5693MPLS           MN
10120-5705PORTLAND       OR
10120-5712ANN ARBOR      MI
10120-5758SAN DIEGO      CA
10120-5772HARTFORD       CT
10120-5795LAS VEGAS      NV
10120-5828SUNLAND        CA
10120-5836LOS ANGELES    CA
10120-5864RICHMOND       VA
10120-5868FORREST HILLS  NY
10120-5881CHICAGO        IL
10120-5886BRONX          NY
10120-5911GERMANTOWN     MD
10120-5973PONCE          PR
10120-5976MUNCIE         IN
10120-6005MIAMI BEACH    FL
10120-6018JOHNSON CITY   NY
10120-6023HARTFORD       CT
10120-6043PORTLAND       OR
10120-6047KANSAS CITY    MO
10120-6077HOBOKEN        NJ
10120-6099VANCOUVER      BC
10120-6105TACOMA         WA
10120-6165INWOOD         NY
10120-6172BROOKLYN       NY
10120-6178EDISON         NJ
10120-6194ROCHESTER      NY
10120-6203CALDWELL       NJ
10120-6206SHERMAN OAKS   CA
10120-6225FLORAL PARK    NY
10120-6253SEATTLE        WA
10120-6267BROOKLYN       NY
10120-6276MARSHFIELD     WI
10120-6345MECHANICSBURG  PA
10120-6366DECATUR        GA
10120-6405ROCHESTER      NY
10120-6437WILMINGTON     NC
10120-6489PEMBROKE PINES FL
10120-6500MONTREAL       QC
10120-6505CHICAGO        IL
10120-6525MESA           AZ
10120-6536GREENVILLE     SC
10120-6541BALTIMORE      MD
10120-6576CHICAGO        IL
10120-6598NORCROSS       IL
10120-6600LAGRANGE PARK  IL
10120-6644INKSTER        MI
10120-6676STONE MOUNTAIN GA
10120-6690LAKEWOOD       OH
10120-6727WINSTON-SALEM, NC
10120-6857FAIRFIELD      IA
10120-6908BISMARCK       ND
10120-6946PENNELLVILLE   NY
10120-7001CHARLOTTESVILLEVA
10120-7020DOWNEY         CA
10120-7025GLENVIEW       IL
10120-7026DUARTE         CA
10120-7044YPSILANTI      MI
10120-7047GREENSBORO     NC
10120-7064RIVERSIDE      CA
10120-7110LOS ANGELES    CA
10120-7116WINSTON-SALEM  NC
10120-7134HONOLULU       HI
10120-7167HOUSTON        TX
10120-7181KNOXVILLE      TN
10120-7198PISCATAWAY     NJ
10120-7209TAMPA          FL
10120-7270EDMONTON       AB
10120-7283MONTREAL       PQ
10120-7313BANGOR         ME
10120-7326LAFAYETTE      LA
10120-7331WASECA         MN
10120-7333WORCESTER      MA
10120-7382SAN ANTONIO    TX
10120-7423SEPULVEDA      CA
10120-7424CHICAGO        IL
10120-7444NEWARK         NJ
10120-7454QUEENS         NY
10120-7474NEW HAVEN      CT
10120-7489BROOKLYN       NY
10120-7514WEST HEMPSTEAD NY
10120-7516PROVIDENCE     RI
10120-7521NEW HAVEN      CT
10120-7574EDISON         NJ
10120-7576NEW YORK       NY
10120-7577BETHLEHEM      PA
10120-7581WASHINGTON     DC
10120-7592SUMMIT         NJ
10120-7595ALBANY         NY
10120-7633SALT LAKE CITY UT
10120-7636PHILADELPHIA   PA
10120-7644MIAMI          FL
10120-7652PITTSBURGH     PA
10120-7662NEW ORLEANS    LA
10120-7664FORREST HILLS  NY
10120-7669WYNNEWOOD      PA
10120-7680PITTSBURGH     PA
10120-7740UPPER MARLBORO MD
10120-7767FAIRFAX        VA
10120-7777CHEVY CHASE    MD
10120-7832BREWTON        AL
10120-7864CHARLESTON     SC
10120-7929BRONX          NY
10120-7939UNIONTOWN      OH
10120-7948JERSEY CITY    NJ
10120-7949NORFOLK        VA
10120-7955CHARLESTON     SC
10120-8015SAN ANTONIO    TX
10120-8020CHICAGO        IL
10120-8026CHICAGO        IL
10120-8032TINLEY PARK    IL
10120-8048INDIANAPOLIS   IN
10120-8072DAVENPORT      IA
10120-8090HONOLULU       HI
10120-8110DETROIT        MI
10120-8129NEW YORK       NY
10120-8205GROSSE POINTE  MI
10120-8212JACKSON        TN
10120-8237PORTSMOUTH     VA
10120-8251JACKSON        MS
10120-8259CONWAY         AR
10120-8272HOUSTON        TX
10120-8293BATON ROUGE    LA
10120-8338SAN ANTONIO    TX
10120-8365HOLBROOK       NY
10120-8374DECATUR        GA
10120-8383SAN ANTONIO    TX
10120-8386FAR ROCKAWAY   NY
10120-8387SAN ANTONIO    TX
10120-8396HONOLULU       HI
10120-8415HOUSTON        TX
10120-8449KANSAS CITY    MO
10120-8481FORT SAM HOUSTOTX
10120-8496OMAHA          NE
10120-8545BUFFALO        NY
10120-8550GREENVILLE     SC
10120-8574DES MOINES     IA
10120-8587HOUSTON        TX
10120-8619PHOENIX        AZ
10120-8702RANCHO PALOS VECA
10120-8703LAFAYETTE      LA
10120-8733SOMERVILLE     MA
10120-8759RIO PIEDRAS    PR
10120-8785ST. PAUL       MN
10120-8804BOSTON         MA
10120-8805N MIAMI BEACH  FL
10120-8812MIAMI          FL
10120-8848SAN JUAN       RI
10120-8849NEW ORLEANS    LA
10120-8865HOWELL         MI
10120-8884SUNNYVALE      CA
10120-8896ALEXANDRIA     LA
10120-8922PORTLAND       ME
10120-8932BOSTON         MA
10120-8949BEVERLY HILLS  MI
10120-8986BRONX          NY
10120-8993BROOKLYN       NY
10120-8995NEW YORK       NY
10120-9000JOHNSON CITY   NY
10120-9010HIGHLAND PARK  NJ
10120-9025NEW HYDE PARK  NY
10120-9030BROOKLYN       NY
10120-9049STATEN ISLAND  NY
10120-9060PORTSMITH      VA
10120-9073DIX HILLS        
10120-9087GAINESVILLE    FL
10120-9163BLUE BELL      PA
10120-9225CARRBORO       NC
10120-9230GREENSBORO     NC
10120-9237CHARLESTON     SC
10120-9276MADISON HEIGHTSMI
10120-9281RACINE         WI
10120-9301MINNEAPOLIS    MN
10120-9316NEW YORK       NY
10120-9322AKRON          OH
10120-9339NORTH CHICAGO  IL
10120-9341HONOLULU       HI
10120-9360CHICAGO        IL
10120-9394DETROIT        MI
10120-9422SACRAMENTO     CA
10120-9438WEBSTER GROVES MO
10120-9449ALBUQUERQUE    NM
10120-9465BIRMINGHAM     AL
10120-9466NASHVILLE      TN
10120-9481TULSA          OK
10120-9491AMARILLO       TX
10120-9493MIAMI          FL
10120-9502MEMPHIS        TN
10120-9532OKLAHOMA CITY  OK
10120-9558PHILADELPHIA   PA
10120-9565COLUMBIA       MO
10120-9580HOUSTON        TX
10120-9597GRAPEVINE      TX
10120-9604ALBUQUERQUE    NM
10120-9638WINNIPEG       MB
10120-9682NORWICH        NY
10120-9707TORONTO        ON
10120-9724SAN ANTONIO    TX
10120-9725EDMOND         OK
10120-9730PALMYRA        PA
10120-9768STATEN ISLAND  NY
10120-9794CLEVELAND      OH
10120-9804TEMPLE CITY    CA
10120-9811SAN DIEGO      CA
10120-9813ST LOUIS       MO
10120-9830BRACKETTVILLE  TX
10120-9834QUINCY         MA
10120-9850SANTA MONICA   CA
10120-9858CHICAGO        IL
10120-9874HERMOSA BEACH  CA
10120-9886ROCHESTER      MN
10120-9927WESTMINSTER    CA
10120-9941TALLAHASSEE    FL
10120-9967NEW YORK       NY
10120-9986SANTA BARBARA  CA
10130-0018WEST HILLS     CA
10130-0064SURREY         BC
10130-0071CALGARY        AB
10130-0095SACRAMENTO     CA
10130-0096BELLFLOWER     CA
10130-0100PONCE          PR
10130-0113QUINCY         MA
10130-0116LOS ANGELES    CA
10130-0190HOUSTON        TX
10130-0219NIAGARA FALLS  NY
10130-0273NEW YORK       NY
10130-0304PORTSMITH      VA
10130-0319JERSEY CITY    NJ
10130-0352PHILADELPHIA   PA
10130-0355PLANTATION     FL
10130-0360BALA CYNWYD    PA
10130-0382BEAVER FALLS   PA
10130-0389BEAVER FALLS   PA
10130-0391KING OF PRUSSIAPA
10130-0392DOWNINGTOWN    PA
10130-0393YEADON         PA
10130-0398ALLENTOWN      PA
10130-0403HERSHEY        PA
10130-0404DECATUR        GA
10130-0407WASHINGTON     DC
10130-0414ALLENTOWN      PA
10130-0430NORFOLK        VA
10130-0451NEW YORK       NY
10130-0467GLEN ALLEN     VA
10130-0485EL PASO        TX
10130-0508DUNBAR         WV
10130-0535WASHINGTON     DC
10130-0543CHARLESTON     SC
10130-0551COLUMBIA       SC
10130-0558CHATTANOOGA    TN
10130-0579SMYRNA         GA
10130-0617SHREVEPORT     LA
10130-0659EL PASO        TX
10130-0689SOUTH BEND     IN
10130-0696ROSELLE        IL
10130-0702NAPERVILLE     IL
10130-0708PALO ALTO      CA
10130-0713BOLINGBROOK    IL
10130-0716BURR RIDGE     IL
10130-0735EAST MOLINE    IL
10130-0771JACKSON        MS
10130-0780GRAND BLANC    MI
10130-0791INDIANAPOLIS   IN
10130-0820SAN FRANCISCO  CA
10130-0852OMAHA          NE
10130-0862NORFOLK        VA
10130-0875LOUISVILLE     KY
10130-0900BIRMINGHAM     AL
10130-0968BEAUMONT       TX
10130-1083MINNEAPOLIS    MN
10130-1095TRIPLER AMC    PA
10130-1159COLUMBUS       GA
10130-1171EDINA          MN
10130-1175MEMPHIS        TN
10130-1231SPRINGFIELD    IL
10130-1237ALBUQUERQUE    NM
10130-1241NEW HAVEN      CT
10130-1262NEWPORTNEWS    VA
10130-1265WESTON         FL
10130-1301BROOKLYN       NY
10130-1306OMAHA          NE
10130-1307CAMARILLO      CA
10130-1330PORTLAND       OR
10130-1331SACRAMENTO     CA
10130-1333DURHAM         NC
10130-1362GUAYNABO       PR
10130-1393BROOKLYN       NY
10130-1404PORTSMITH      VA
10130-1405MORGANTOWN     WV
10130-1406GAINESVILLE    FL
10130-1439BUFFALO        NY
10130-1443SAN JUAN       PR
10130-1448PHOENIX        AZ
10130-1468MTN VIEW       CA
10130-1478GLENDALE       CA
10130-1558FARMINGTON HILLMI
10130-1563SUMMIT         NJ
10130-1582EL PASO        TX
10130-1591SAYREVILLE     NJ
10130-1605UNION          NJ
10130-1607HALIFAX        NS
10130-1617EDISON         NJ
10130-1633CALGARY        AB
10130-1639TRURO          NS
10130-1675CANTON         OH
10130-1696BRYN MAWR      PA
10130-1704ALDAN          PA
10130-1711BALTIMORE      MD
10130-1717MARYVILLE      IL
10130-1722SUNNYVALE      CA
10130-1756MORGANTOWN     WV
10130-1788ATLANTA        GA
10130-1796BRONX          NY
10130-1800PLANTATION     FL
10130-1825ST REDEMPTEUR  QC
10130-1826NUNS ISLAND    PQ
10130-1841MERCERVILLE    NJ
10130-1849MUNCIE         IN
10130-1851RICHMOND       VA
10130-1865SAN FRANCISCO  CA
10130-1899NEW YORK       NY
10130-1914LANSING        MI
10130-1949TRAVIS AFB     CA
10130-1960DURHAM         NC
10130-1974ORLANDO        FL
10130-1978COLUMBIA       MO
10130-1983LOUISVILLE     KY
10130-2033LEXINGTON      KY
10130-2079HOUSTON        TX
10130-2099HURST          TX
10130-2113DURHAM         NC
10130-2118STATEN ISLAND  NY
10130-2138NEW YORK       NY
10130-2168MISSION        KS
10130-2177CALGARY        AB
10130-2179KIRKWOOD       MO
10130-2256ANN ARBOR      MI
10130-2259LONDON         ON
10130-2322BROOKLYN       NY
10130-2356SALINAS        CA
10130-2363WASHINGTON     DC
10130-2381IRVINE         CA
10130-2391LONG BEACH     CA
10130-2445LAKEWOOD       CO
10130-2465GAINESVILLE    FL
10130-2479SAN JUAN       PR
10130-2507TIBURON        CA
10130-2522SAN FRANCISCO  CA
10130-2526MEMPHIS        TN
10130-2537CUPERTINO      CA
10130-2544COCHRANE       AB
10130-2634BALTIMORE      MD
10130-2647WAYNE          NJ
10130-2650PITTSBURGH     PA
10130-2683BROOKLYN       NY
10130-2691LOMA LINDA     CA
10130-2709SHREVEPORT     LA
10130-2711SUNNYSIDE      NY
10130-2733MENLO PARK     CA
10130-2811OAKLAND        CA
10130-2841WILMINGTON     DE
10130-2851KINGSPORT      TN
10130-2868BOULDER        CO
10130-2938ATLANTA        GA
10130-2969ASHLAND        OH
10130-3003CUYAHOGA FALLS OH
10130-3011COLUMBUS       IN
10130-3020INDIANAPOLIS   IN
10130-3030BURNHAM        IL
10130-3050CHICAGO        IL
10130-3051EVANSTON       IL
10130-3085CHICAGO        IL
10130-3090GRAND RAPIDS   MI
10130-3096PITTSBURGH     PA
10130-3128MEQUON         WI
10130-3141STEVENS POINT  WI
10130-3164LOUISVILLE     KY
10130-3186FRANKLIN       TN
10130-3214BRANDON        MS
10130-3238LUBBOCK        TX
10130-3266RIVER RIDGE    LA
10130-3279KANSAS CITY    KS
10130-3286MC             TX
10130-3299ARLINGTON      TX
10130-3306LUBBOCK        TX
10130-3327BOSTON         MA
10130-3334LITTLE ROCK    AR
10130-3399BROOKLYN       NY
10130-3408KANSAS CITY    KS
10130-3458AURORA         CO
10130-3514OMAHA          NE
10130-3528PROSPECT HEIGHTIL
10130-3534ARLINGTON      VA
10130-3571PHOENIX        AZ
10130-3577SAN JUAN       PR
10130-3589SAN JUAN       PR
10130-3640SAN JUAN       PR
10130-3658LOS ANGELES    CA
10130-3662WEST COVINA    CA
10130-3666PACOIMA        CA
10130-3706VALHALLA       NY
10130-3707BRONX          NY
10130-3712PHILADELPHIA   PA
10130-3717PHILADELPHIA   PA
10130-3744SILVER SPRING  MD
10130-3792OLATHE         KS
10130-3796ST. LOUIS      MO
10130-3812GLENDORA       CA
10130-3819LOS ANGELES    CA
10130-3836WEST HILLS     CA
10130-3850SAN DIEGO      CA
10130-3852COLCHESTER     VT
10130-3867WEST VANCOUVER BC
10130-3869MILWAUKEE      WI
10130-3872EVERETT        MA
10130-3875AVENTURA       FL
10130-3877WARWICK        RI
10130-3890BRONX          NY
10130-3911HARTSDALE      NY
10130-3915MAMARONECK     NY
10130-3924CHAPEL HILL    NC
10130-3935WILDOMAR       CA
10130-3936BRONX          NY
10130-3953STATEN ISLAND  NY
10130-3955BROOKLYN       NY
10130-3980NEW YORK       NY
10130-3994GLENARDEN      MD
10130-3998UNION          NJ
10130-4036LANSDOWNE      PA
10130-4056BALTIMORE      PA
10130-4058PHILADELPHIA   PA
10130-4081BROOKLYN       NY
10130-4113SAN FRANCISCO  CA
10130-4190KIRKLAND       PQ
10130-4197TORRANCE       CA
10130-4209SAN ANTONIO    TX
10130-4212FORT WAYNE     IN
10130-4217STATEN ISLAND  NY
10130-4234BARRINGTON     IL
10130-4236LONG GROVE     IL
10130-4250EAST ST. LOUIS IL
10130-4252SAN DIEGO      CA
10130-4255CHICAGO        IL
10130-4299TEXAS          TX
10130-4315MOBILE         AL
10130-4330CHICAGO        IL
10130-4343PHILADELPHIA   PA
10130-4346JACKSONVILLE   AR
10130-4353METAIRIE       LA
10130-4357SEABROOK       MD
10130-4358HOUSTON        TX
10130-4364BATON ROUGE    LA
10130-4368OKLAHOMA CITY  OK
10130-4373WEST ST PAUL   MB
10130-4383ARLINGTON      VA
10130-4391HOUSTON        TX
10130-4396ABILENE        TX
10130-4397PEARLAND       TX
10130-4399NEW YORK       NY
10130-4403AUSTIN         TX
10130-4425GARLAND        TX
10130-4437SUNNYVALE      CA
10130-4449CALGARY        AB
10130-4452TORONTO        ON
10130-4479TORONTO        ON
10130-4486THORNHILL      ON
10130-4489HAMILTON       ON
10130-4498BELLEVILLE     ON
10130-4499MANOTICK       ON
10130-4504CAMBRIDGE      MA
10130-4521SHIOGAMA       FR
10130-4550TUCSON         AZ
10130-4552PARK CITY      UT
10130-4575CHARLOTTESVILLEVA
10130-4597MAMARONECK     NY
10130-4601DIAMOND BAR    CA
10130-4616SAN DIEGO      CA
10130-4623TRIPLER AMC    HI
10130-4634PHILADELPHIA   PA
10130-4659AIEA           HI
10130-4663PITTSBURGH     PA
10130-4703ORLANDO        FL
10130-4712BOSTON         MA
10130-4714ARECIBO        PR
10130-4720BETHESDA       MD
10130-4741CORONA         CA
10130-4743SAN CARLOS     CA
10130-4745BERKELEY       CA
10130-4754FORT WORTH     TX
10130-4764MONTEBELLO     CA
10130-4766FULLERTON      CA
10130-4769ALHAMBRA       CA
10130-4771FORT WASHINGTONMD
10130-4781WINNIPEG       MB
10130-4790SASKATOON      SK
10130-4807WINNIPEG       MB
10130-4816WINNIPEG       MB
10130-4832MONTREAL       QC
10130-4833RICHMOND       BC
10130-4837RICHMOND       BC
10130-5125NEW YORK       NY
10130-5320HOUSTON        TX
10130-5323ALTOONA        PA
10130-5445NEW ORLEANS    LA
10130-5872RIO RANCHO     NM
10130-5916AUGUSTA        GA
10130-6116CINCINNATI     OH
10130-6549LEXINGTON      KY
10130-7807CAMBRIDGE      MA
10130-8490BIRMINGHAM     AL
10130-8587BIRMINGHAM     AL
10130-9050GRAND FORKS    ND
10130-9052WORCESTER      MA
10130-9139LOUISVILLE     KY
10130-9319GUAYNABO       PR
10130-9385CALGARY        AB
10130-9527MILWAUKEE      WI
10130-9539MEMPHIS        TN
10130-9633SAINT LOUIS    MO
10140-0304RICHMOND       VA
10140-0704TAMPA          FL
10140-0806NEW BRUNSWICK  NJ
10140-0814SOUTH BOSTON   MA
10140-0990DENVER         CO
10140-1478STONE MOUNTAIN GA
10140-1494WINDSOR MILL   MD
10140-1513WEST ALLIS     WI
10140-2056FARR WEST      UT
10140-2087PORTLAND       OR
10140-2222LOS ANGELES    CA
10140-2495SCARSDALE      NY
10140-2558SHREVEPORT     LA
10140-2728NEW YORK       NY
10140-2857HOUSTON        TX
10140-3071BLOOMFIELD     NJ
10140-3259MAHOPAC        NY
10140-3314COLUMBIA       MO
10140-3899BALDWIN CITY   KS
10140-3971MEMPHIS        TN
10140-4500AUGUSTA        GA
10140-4985NEW YORK       NY
10140-4986BALTIMORE      MD
10140-5157NEW YORK       NY
10140-5160NEW YORK       NY
10140-5198PITTSBURGH     PA
10140-5278GAINESVILLE    FL
10140-5426PITTSBURGH     PA
10140-6018EUGENE         OR
10140-6232CHAPEL HILL    NC
10140-6743PENSACOLA      FL
10140-6759SYRACUSE       NY
10140-7510SAN FRANCISCO  CA
10140-7666OLDSMAR        FL
10140-8100MEMPHIS        TN
10140-8364PHILADELPHIA   PA
10140-8552PONCE          PR
10140-8578SEATTLE        WA
10140-8697LINWOOD        MI
10140-8921DAYTON         OH
10140-9260HERSHEY        PA
10140-9688MATTHEWS       NC
10140-9737COLUMBUS       OH
10140-9994BATON ROUGE    LA
10150-0477ALBUQUERQUE    NM
10150-0629GERMANTOWN     TN
10150-0648MIAMI LAKES,   FL
10150-0923STONY BROOK    NY
10150-1012CINCINNATI     OH
10150-1110BALTIMORE      MD
10150-1370KNOXVILLE      TN
10150-1902WASHINGTON     DC
10150-1980PEARLAND       TX
10150-2495WESTON         FL
10150-2605NEW ORLEANS    LA
10150-2681SPRINGFIELD    MA
10150-2901MT JEWETT      PA
10150-3670WILLOWBROOK    IL
10150-3830PHILADELPHIA   PA
10150-3886TRUMBULL       CT
10150-3912CLEVELAND      OH
10150-4399ABERDEEN       SD
10150-4476PORTLAND       ME
10150-4534COLUMBUS       OH
10150-4716GAINESVILLE    FL
10150-5066BOSTON         MA
10150-5317EL PASO        TX
10150-5439NEW YORK       NY
10150-5478CHICAGO        IL
10150-5548HOUSTON        TX
10150-5605DURHAM         NC
10150-5866NEW YORK       NY
10150-5890BOSTON         MA
10150-5915DENVER         CO
10150-6016QUINCY         MA
10150-6017QUINCY         MA
10150-6128DURHAM         NC
10150-6169PHILADELPHIA   PA
10150-6179WASHINGTON     DC
10150-6215MEMPHIS        TN
10150-6306FORT LEE       NJ
10150-6356PHILADELPHIA   PA
10150-6574ATLANTA        GA
10150-6762NEPTUNE        NJ
10150-6776HOUSTON        TX
10150-6915BOSTON         MA
10150-6972BALTIMORE      MD
10150-6976PHILADELPHIA   PA
10150-7036GROVETOWN      GA
10150-7113GREEN BAY      WI
10150-7850PHILADELPHIA   PA
10150-7858WATERBURY      CT
10150-7962OKLAHOMA CITY  OK
10150-8108RENO           NV
10150-8324BOSTON         MA
10150-8397CAMDEN         NJ
10150-8454HAVRE DE GRACE MD
10150-8526RICHMOND       VA
10150-8620LAFAYETTE      CO
10150-8938NEW HAVEN      CT
10150-8979STANFORD       CA
10150-9017GERMANTOWN     MD
10150-9018BROOKLYN       NY
10150-9033BETHLEHEM      PA
10150-9058PROVIDENCE     RI
10150-9131PERTH AMBOY    NJ
10150-9182BRIDGEVILLE    PA
10150-9213NASHVILLE      TN
10150-9273DETROIT        MI
10150-9391BURLINGTON     VT
10150-9411RICHMOND       VA
10150-9501NORFOLK        VA
10150-9526BOSSIER CITY   LA
10150-9568TOLEDO         OH
10150-9686LACKLAND AFB   TX
10150-9841JACKSONVILLE   FL
10150-9842BOSTON         MA
10150-9878ALBUQUERQUE    NM
10150-9917NEW YORK       NY
10150-9929MONTCLAIR      NJ
10150-9954LIVINGSTON     NJ
10150-9993JACKSONVILLE   FL
10160-0136NEW YORK       NY
10160-0147HOUSTON        TX
10160-0182TACOMA         WA
10160-0193ROANOAKE       VA
10160-0207LEBANON        NH
10160-0259GREENVILLE     NC
10160-0295DES MOINES     IA
10160-0408TUCSON         AZ
10160-0479CHICAGO        IL
10160-0516SACRAMENTO     CA
10160-0531GAINESVILLE    FL
10160-0575PERRY HALL     MD
